,arguments,n_sentences,n_args,inf_dens,init_coms,bdd_local_time
30,"[[5, -2], [1, -3, 2], [-4, -5], [4, 5, 3], [1, 5], [-3, -4]]",5,6,0.4,"{1, 2, 4, -3}",0.013058700000328827
31,"[[5, -2], [1, -3, 2], [-4, -5], [4, 5, 3], [1, 5], [-3, -4]]",5,6,0.4,"{1, 3, -2}",0.011948299999858136
32,"[[5, -2], [1, -3, 2], [-4, -5], [4, 5, 3], [1, 5], [-3, -4]]",5,6,0.4,"{2, -5, -4, -3}",0.009176399998978013
33,"[[3, -2], [5, -4, 3], [1, -2], [-3, -4], [1, -5], [-1, -4, -2]]",5,6,0.4,{-3},0.009432700000616023
34,"[[3, -2], [5, -4, 3], [1, -2], [-3, -4], [1, -5], [-1, -4, -2]]",5,6,0.4,"{1, 4, -3}",0.010274400001435424
35,"[[3, -2], [5, -4, 3], [1, -2], [-3, -4], [1, -5], [-1, -4, -2]]",5,6,0.4,"{-5, 4}",0.010110200000781333
36,"[[-5, 1], [3, 1], [4, -5], [2, -4], [-1, 3], [-2, 5]]",5,6,0.4830074998557688,"{1, 2, 3, -5, -4}",0.008576300000640913
37,"[[-5, 1], [3, 1], [4, -5], [2, -4], [-1, 3], [-2, 5]]",5,6,0.4830074998557688,"{1, 2, 4, 5}",0.008897799998521805
38,"[[-5, 1], [3, 1], [4, -5], [2, -4], [-1, 3], [-2, 5]]",5,6,0.4830074998557688,{1},0.007558600000265869
39,"[[2, 1, 4], [3, 1], [5, 4], [-5, -3, -1], [5, 3], [2, -4, 3]]",5,6,0.4,"{-4, -3, -2}",0.009790599999178085
40,"[[2, 1, 4], [3, 1], [5, 4], [-5, -3, -1], [5, 3], [2, -4, 3]]",5,6,0.4,"{2, -4, -3}",0.01019099999939499
41,"[[2, 1, 4], [3, 1], [5, 4], [-5, -3, -1], [5, 3], [2, -4, 3]]",5,6,0.4,"{-5, 4, -3, -1}",0.010836599998583551
42,"[[-1, 2], [-3, -5, 1], [4, -5], [2, 1], [3, -5], [1, 3]]",5,6,0.6,"{1, 3, -5, -4, -2}",0.006596499999432126
43,"[[-1, 2], [-3, -5, 1], [4, -5], [2, 1], [3, -5], [1, 3]]",5,6,0.6,"{-5, -4, -2}",0.009294499999668915
44,"[[-1, 2], [-3, -5, 1], [4, -5], [2, 1], [3, -5], [1, 3]]",5,6,0.6,"{2, 3, -4}",0.00930299999890849
45,"[[5, -3, 4], [-6, -1, -4], [-2, 6], [1, 4], [-1, -2, -5]]",6,5,0.21659338030981803,"{1, 2, 3, 4, 5, -6}",0.014908199998899363
46,"[[5, -3, 4], [-6, -1, -4], [-2, 6], [1, 4], [-1, -2, -5]]",6,5,0.21659338030981803,"{1, -5, 6}",0.012938500000018394
47,"[[5, -3, 4], [-6, -1, -4], [-2, 6], [1, 4], [-1, -2, -5]]",6,5,0.21659338030981803,"{1, 4, 5, 6, -3}",0.012377099999866914
48,"[[2, -1], [6, 4, -2], [3, 6], [5, -3], [3, -4, -6]]",6,5,0.23583958321314066,"{-6, 3, -4, -2}",0.01645760000064911
49,"[[2, -1], [6, 4, -2], [3, 6], [5, -3], [3, -4, -6]]",6,5,0.23583958321314066,{-1},0.012096399999791174
50,"[[2, -1], [6, 4, -2], [3, 6], [5, -3], [3, -4, -6]]",6,5,0.23583958321314066,"{2, 3, 4, -6, -5}",0.014484100000117905
51,"[[1, 3], [-6, 2, 3], [5, -6], [-1, -3, 6], [4, -5]]",6,5,0.23583958321314066,"{-6, -5, -4, -1}",0.01395060000140802
52,"[[1, 3], [-6, 2, 3], [5, -6], [-1, -3, 6], [4, -5]]",6,5,0.23583958321314066,"{-4, 5}",0.011648900001091533
53,"[[1, 3], [-6, 2, 3], [5, -6], [-1, -3, 6], [4, -5]]",6,5,0.23583958321314066,"{3, 5, -6, -4, -1}",0.013704200000574929
54,"[[-4, 5], [-2, 3, -4], [1, -4], [4, -5, 2], [-5, 2, 3]]",6,5,0.23583958321314066,"{2, -5, -1, 6}",0.01715150000018184
55,"[[-4, 5], [-2, 3, -4], [1, -4], [4, -5, 2], [-5, 2, 3]]",6,5,0.23583958321314066,"{2, 3, 6, -5, -4, -1}",0.01229570000032254
56,"[[-4, 5], [-2, 3, -4], [1, -4], [4, -5, 2], [-5, 2, 3]]",6,5,0.23583958321314066,"{5, 6, -1, -4, -3, -2}",0.01597559999936493
57,"[[-1, 4, -5], [6, 5], [-2, -5], [-6, 1, -5], [-2, -6, 4]]",6,5,0.27967865085210625,"{-3, 4, 5, -1}",0.013114400000631576
58,"[[-1, 4, -5], [6, 5], [-2, -5], [-6, 1, -5], [-2, -6, 4]]",6,5,0.27967865085210625,"{2, -6, -4}",0.013464800000292598
59,"[[-1, 4, -5], [6, 5], [-2, -5], [-6, 1, -5], [-2, -6, 4]]",6,5,0.27967865085210625,"{-3, 2, 5, -1}",0.012744100000418257
60,"[[-6, -5], [3, 6], [-4, 2, 6], [-1, -5], [1, 4, -3], [5, -2]]",6,6,0.24607300732383117,"{4, 6, -2, -3, -1}",0.014317199998913566
61,"[[-6, -5], [3, 6], [-4, 2, 6], [-1, -5], [1, 4, -3], [5, -2]]",6,6,0.24607300732383117,"{-2, 5, 6, -1}",0.01713009999912174
62,"[[-6, -5], [3, 6], [-4, 2, 6], [-1, -5], [1, 4, -3], [5, -2]]",6,6,0.24607300732383117,"{-4, -1, 6}",0.01297809999960009
63,"[[3, -5], [6, 3], [-4, 1, 5], [-1, 4, -5], [-5, -2, 4], [-2, 4, 1]]",6,6,0.30501249975961464,"{-6, -5}",0.012367799999992712
64,"[[3, -5], [6, 3], [-4, 1, 5], [-1, 4, -5], [-5, -2, 4], [-2, 4, 1]]",6,6,0.30501249975961464,"{4, 5, -1, -2}",0.013020399999732035
65,"[[3, -5], [6, 3], [-4, 1, 5], [-1, 4, -5], [-5, -2, 4], [-2, 4, 1]]",6,6,0.30501249975961464,"{3, 4, 6, -2, -1}",0.014521999999487889
66,"[[3, -1, 5], [4, 6, -3], [1, -6, -3], [-2, 4], [4, 1, 3], [3, -2, 1]]",6,6,0.2679470962035399,{-2},0.01297589999921911
67,"[[3, -1, 5], [4, 6, -3], [1, -6, -3], [-2, 4], [4, 1, 3], [3, -2, 1]]",6,6,0.2679470962035399,"{-5, 3, 6, -2}",0.013891900000089663
68,"[[3, -1, 5], [4, 6, -3], [1, -6, -3], [-2, 4], [4, 1, 3], [3, -2, 1]]",6,6,0.2679470962035399,"{2, -6, -5, -4, -3}",0.012788899999577552
69,"[[5, 3, 2], [-1, 2], [-6, -1], [4, -6], [4, 6], [-2, -5]]",6,6,0.36544084632373264,"{-3, 5, -2, 6}",0.014156900000671158
70,"[[5, 3, 2], [-1, 2], [-6, -1], [4, -6], [4, 6], [-2, -5]]",6,6,0.36544084632373264,"{4, 5, 6, -3, -2}",0.012856199999077944
71,"[[5, 3, 2], [-1, 2], [-6, -1], [4, -6], [4, 6], [-2, -5]]",6,6,0.36544084632373264,"{1, 4, -6, -3, -2}",0.017666300000200863
72,"[[-4, 3, -6], [-1, -3], [-5, -2, 6], [6, 4, 2], [4, -3], [-1, -2]]",6,6,0.2920120810927358,"{1, 2, -6, -5, -4, -3}",0.018052400000669877
73,"[[-4, 3, -6], [-1, -3], [-5, -2, 6], [6, 4, 2], [4, -3], [-1, -2]]",6,6,0.2920120810927358,"{1, 2, 3, 5}",0.01221360000090499
74,"[[-4, 3, -6], [-1, -3], [-5, -2, 6], [6, 4, 2], [4, -3], [-1, -2]]",6,6,0.2920120810927358,"{-3, 4, 5, 6}",0.013078099998892867
75,"[[5, 4, -2], [3, 1, 4], [6, 3], [-1, -6, 2], [-5, 1], [2, 1], [-2, -5]]",6,7,0.4716791664262813,"{1, 2, 4, 6}",0.01153129999875091
76,"[[5, 4, -2], [3, 1, 4], [6, 3], [-1, -6, 2], [-5, 1], [2, 1], [-2, -5]]",6,7,0.4716791664262813,"{2, 5, 6}",0.012459900000976631
77,"[[5, 4, -2], [3, 1, 4], [6, 3], [-1, -6, 2], [-5, 1], [2, 1], [-2, -5]]",6,7,0.4716791664262813,"{1, -5, 4, -2}",0.010209400001258473
78,"[[6, -2], [-1, 6], [5, -3, 1], [-4, 1, 5], [5, 4], [-2, 4], [-5, 1]]",6,7,0.38326004697648464,"{2, -5, -4}",0.014126799998848583
79,"[[6, -2], [-1, 6], [5, -3, 1], [-4, 1, 5], [5, 4], [-2, 4], [-5, 1]]",6,7,0.38326004697648464,"{2, 3, 5}",0.016143200000442448
80,"[[6, -2], [-1, 6], [5, -3, 1], [-4, 1, 5], [5, 4], [-2, 4], [-5, 1]]",6,7,0.38326004697648464,"{2, 3, 4, -6, -5}",0.012317900000198279
81,"[[3, 6, -1], [-5, 2, -3], [4, -3], [6, -5, -2], [4, -1, 2], [1, 4, -6], [-1, -2]]",6,7,0.2567613968937838,"{-5, -4, -2}",0.011763800001062918
82,"[[3, 6, -1], [-5, 2, -3], [4, -3], [6, -5, -2], [4, -1, 2], [1, 4, -6], [-1, -2]]",6,7,0.2567613968937838,"{1, -5, 4, -3}",0.011716900000465102
83,"[[3, 6, -1], [-5, 2, -3], [4, -3], [6, -5, -2], [4, -1, 2], [1, 4, -6], [-1, -2]]",6,7,0.2567613968937838,"{2, -4, -1, 6}",0.01241200000004028
84,"[[-1, 3], [-5, -2, -3], [4, -6, -3], [5, -6], [2, 4], [-2, -6, -1], [2, -3]]",6,7,0.569172916546474,"{1, 2, 4, 5, -3}",0.013738899999225396
85,"[[-1, 3], [-5, -2, -3], [4, -6, -3], [5, -6], [2, 4], [-2, -6, -1], [2, -3]]",6,7,0.569172916546474,"{2, 5, -6, -4, -3, -1}",0.014926100000593578
86,"[[-1, 3], [-5, -2, -3], [4, -6, -3], [5, -6], [2, 4], [-2, -6, -1], [2, -3]]",6,7,0.569172916546474,"{-6, -4, 5}",0.01155540000036126
87,"[[-3, 4, 6], [-2, -1, -4], [1, -2, 4], [-2, -5, 6], [5, 1], [4, -5, -3], [6, -3]]",6,7,0.31875619312494347,"{-5, 3, 6, -1}",0.012793899999451241
88,"[[-3, 4, 6], [-2, -1, -4], [1, -2, 4], [-2, -5, 6], [5, 1], [4, -5, -3], [6, -3]]",6,7,0.31875619312494347,"{2, 3, -4, -1}",0.013720499999180902
89,"[[-3, 4, 6], [-2, -1, -4], [1, -2, 4], [-2, -5, 6], [5, 1], [4, -5, -3], [6, -3]]",6,7,0.31875619312494347,"{5, -1, -6, -3, -2}",0.013931800000136718
90,"[[7, -4], [-1, -4], [-3, -5, -7], [2, 7], [-2, -4, 3], [-6, 2, -3]]",7,6,0.2857142857142857,"{2, -7, -6, -5, -4, -3, -1}",0.02199300000029325
91,"[[7, -4], [-1, -4], [-3, -5, -7], [2, 7], [-2, -4, 3], [-6, 2, -3]]",7,6,0.2857142857142857,"{1, -6, 5, -2}",0.01731139999901643
92,"[[7, -4], [-1, -4], [-3, -5, -7], [2, 7], [-2, -4, 3], [-6, 2, -3]]",7,6,0.2857142857142857,"{-5, 6, -2, 7}",0.01419979999991483
93,"[[-4, 3], [5, -4], [2, 1, 3], [7, 5], [6, -7], [2, -4, 1]]",7,6,0.30600271498177545,"{2, 4, 6, 7, -5}",0.014802100000451901
94,"[[-4, 3], [5, -4], [2, 1, 3], [7, 5], [6, -7], [2, -4, 1]]",7,6,0.30600271498177545,"{3, 6, -1, -7, -5, -2}",0.018885999999838532
95,"[[-4, 3], [5, -4], [2, 1, 3], [7, 5], [6, -7], [2, -4, 1]]",7,6,0.30600271498177545,"{-5, 4, 7}",0.014689399999042507
96,"[[-4, -6, -7], [5, -7], [3, 6], [-1, 3], [2, 1, -3], [2, 6, 1]]",7,6,0.2732195941070944,"{-7, 2, -5, 4}",0.014793299998927978
97,"[[-4, -6, -7], [5, -7], [3, 6], [-1, 3], [2, 1, -3], [2, 6, 1]]",7,6,0.2732195941070944,"{1, 2, 4, 6, -5}",0.017765699998562923
98,"[[-4, -6, -7], [5, -7], [3, 6], [-1, 3], [2, 1, -3], [2, 6, 1]]",7,6,0.2732195941070944,"{-7, 2, -5, 6}",0.016018300000723684
99,"[[-5, 4], [3, 7, 5], [-2, 6, -4], [-1, 6], [2, 4], [7, 2, 1]]",7,6,0.25579237633872143,"{-3, 5, 6, 7}",0.019439099998635356
100,"[[-5, 4], [3, 7, 5], [-2, 6, -4], [-1, 6], [2, 4], [7, 2, 1]]",7,6,0.25579237633872143,"{2, 3, -4, -1}",0.015306100000088918
101,"[[-5, 4], [3, 7, 5], [-2, 6, -4], [-1, 6], [2, 4], [7, 2, 1]]",7,6,0.25579237633872143,"{1, 3, 4, 5, 6, 7, -2}",0.022509599999466445
102,"[[-7, 1], [-6, 2, -1], [5, -3, 1], [-4, 2, -5], [4, 7, -1], [1, 5, -7]]",7,6,0.19373483003218223,"{1, 2, 3, 4, 7, -6, -5}",0.020796999999220134
103,"[[-7, 1], [-6, 2, -1], [5, -3, 1], [-4, 2, -5], [4, 7, -1], [1, 5, -7]]",7,6,0.19373483003218223,"{2, 3, 5, 7, -4, -1}",0.015778399998453096
104,"[[-7, 1], [-6, 2, -1], [5, -3, 1], [-4, 2, -5], [4, 7, -1], [1, 5, -7]]",7,6,0.19373483003218223,"{1, 3, 4}",0.014204200000676792
105,"[[2, -3, 5], [7, -4, -2], [1, 4], [6, -1], [-3, -1], [-7, 5], [4, 5, 1]]",7,7,0.31323501113462804,"{3, 4, 5}",0.01629030000003695
106,"[[2, -3, 5], [7, -4, -2], [1, 4], [6, -1], [-3, -1], [-7, 5], [4, 5, 1]]",7,7,0.31323501113462804,"{-5, 4, -2, 7}",0.014520099999572267
107,"[[2, -3, 5], [7, -4, -2], [1, 4], [6, -1], [-3, -1], [-7, 5], [4, 5, 1]]",7,7,0.31323501113462804,"{1, 5, -2, -7}",0.013916300000346382
108,"[[2, -5, -7], [1, -5], [3, -1], [-4, 7], [6, -4], [-3, 1], [2, 1]]",7,7,0.47136575455127255,"{1, 4, -7, -6, -5, -2}",0.015347800001109135
109,"[[2, -5, -7], [1, -5], [3, -1], [-4, 7], [6, -4], [-3, 1], [2, 1]]",7,7,0.47136575455127255,"{-7, -2, 6, -1}",0.01622980000138341
110,"[[2, -5, -7], [1, -5], [3, -1], [-4, 7], [6, -4], [-3, 1], [2, 1]]",7,7,0.47136575455127255,"{1, -5, -4, -7}",0.016474600000947248
111,"[[6, 4, -1], [3, 7, 6], [5, 2, -4], [5, 7, -6], [-3, 6, 7], [1, 4, -3], [-5, 7, 1]]",7,7,0.19373483003218223,{-2},0.015839400000913884
112,"[[6, 4, -1], [3, 7, 6], [5, 2, -4], [5, 7, -6], [-3, 6, 7], [1, 4, -3], [-5, 7, 1]]",7,7,0.19373483003218223,"{-5, -4, -2, 6}",0.015735000000859145
113,"[[6, 4, -1], [3, 7, 6], [5, 2, -4], [5, 7, -6], [-3, 6, 7], [1, 4, -3], [-5, 7, 1]]",7,7,0.19373483003218223,"{2, -3, -1}",0.015261299999110634
114,"[[-7, 5, 1], [-6, 5], [3, -1], [4, 6], [2, 4], [3, 5, -6], [6, -1]]",7,7,0.3931532123652021,"{1, 6, -7, -3, -2}",0.01880189999974391
115,"[[-7, 5, 1], [-6, 5], [3, -1], [4, 6], [2, 4], [3, 5, -6], [6, -1]]",7,7,0.3931532123652021,"{5, 7, -6, -3, -1}",0.018512099999497877
116,"[[-7, 5, 1], [-6, 5], [3, -1], [4, 6], [2, 4], [3, 5, -6], [6, -1]]",7,7,0.3931532123652021,"{4, 5, -7, -6, -2}",0.01756089999980759
117,"[[-6, -1, -4], [-3, -2, 6], [-7, 5, -2], [3, 6], [4, -6], [-6, -3, 4], [-5, -4]]",7,7,0.30600271498177545,"{1, -4, 5}",0.01664140000139014
118,"[[-6, -1, -4], [-3, -2, 6], [-7, 5, -2], [3, 6], [4, -6], [-6, -3, 4], [-5, -4]]",7,7,0.30600271498177545,"{1, 2, 3, 4, -6, -5}",0.02194930000041495
119,"[[-6, -1, -4], [-3, -2, 6], [-7, 5, -2], [3, 6], [4, -6], [-6, -3, 4], [-5, -4]]",7,7,0.30600271498177545,"{6, -1, -7, -4, -3, -2}",0.017053199999281787
120,"[[3, -1], [5, -2, 3], [-7, -6, -1], [4, -5], [-3, 4, 7], [-4, 3, 7], [4, 1, -7], [-3, -4, 1]]",7,8,0.30600271498177545,"{3, 6, -5}",0.01470329999938258
121,"[[3, -1], [5, -2, 3], [-7, -6, -1], [4, -5], [-3, 4, 7], [-4, 3, 7], [4, 1, -7], [-3, -4, 1]]",7,8,0.30600271498177545,"{-5, -3, -1, 7}",0.01607259999946109
122,"[[3, -1], [5, -2, 3], [-7, -6, -1], [4, -5], [-3, 4, 7], [-4, 3, 7], [4, 1, -7], [-3, -4, 1]]",7,8,0.30600271498177545,"{1, 3, 4, 5, 7, -6, -2}",0.02855240000099002
123,"[[5, 2, -7], [6, -5], [-3, 6], [4, 7], [-1, -5], [-7, 3, 1], [2, -6, 1], [-1, 4, -3]]",7,8,0.2922576699447322,"{1, 2, 3, 4, 5}",0.020130999999310006
124,"[[5, 2, -7], [6, -5], [-3, 6], [4, 7], [-1, -5], [-7, 3, 1], [2, -6, 1], [-1, 4, -3]]",7,8,0.2922576699447322,"{1, 2, 3, 7, -6, -4}",0.023037099999783095
125,"[[5, 2, -7], [6, -5], [-3, 6], [4, 7], [-1, -5], [-7, 3, 1], [2, -6, 1], [-1, 4, -3]]",7,8,0.2922576699447322,"{3, 5, -1, -6, -4, -2}",0.02180410000073607
126,"[[-1, 5, 2], [6, 4, -1], [-3, 7, 4], [5, -2], [-5, 2, 6], [-5, 7], [-1, 3], [7, -3]]",7,8,0.5714285714285714,"{6, -7, -5, -3, -2}",0.01663430000007793
127,"[[-1, 5, 2], [6, 4, -1], [-3, 7, 4], [5, -2], [-5, 2, 6], [-5, 7], [-1, 3], [7, -3]]",7,8,0.5714285714285714,"{6, 7, -5, -4, -2}",0.019243099999584956
128,"[[-1, 5, 2], [6, 4, -1], [-3, 7, 4], [5, -2], [-5, 2, 6], [-5, 7], [-1, 3], [7, -3]]",7,8,0.5714285714285714,"{3, 7, -5, -4, -1}",0.02167820000067877
129,"[[-7, 1, -5], [3, -5], [4, 3], [6, -2, 4], [-4, 6, 3], [-3, -6, -2], [-4, 6], [1, -7]]",7,8,0.4418727720559259,"{3, 4, 5, 7}",0.014004499998918618
130,"[[-7, 1, -5], [3, -5], [4, 3], [6, -2, 4], [-4, 6, 3], [-3, -6, -2], [-4, 6], [1, -7]]",7,8,0.4418727720559259,"{1, -6, -5, 7}",0.017261900000448804
131,"[[-7, 1, -5], [3, -5], [4, 3], [6, -2, 4], [-4, 6, 3], [-3, -6, -2], [-4, 6], [1, -7]]",7,8,0.4418727720559259,"{2, 3, 4, 5, -6}",0.013866500001313398
132,"[[-6, 2, 4], [-1, 7, -6], [-3, 5, 6], [2, 6, -3], [-6, 1], [4, 1], [1, -7], [3, 1]]",7,8,0.3365919728893251,"{1, 4, 5, 6, 7, -2}",0.01903449999917939
133,"[[-6, 2, 4], [-1, 7, -6], [-3, 5, 6], [2, 6, -3], [-6, 1], [4, 1], [1, -7], [3, 1]]",7,8,0.3365919728893251,"{3, 4, 6, -5, -2}",0.02712199999950826
134,"[[-6, 2, 4], [-1, 7, -6], [-3, 5, 6], [2, 6, -3], [-6, 1], [4, 1], [1, -7], [3, 1]]",7,8,0.3365919728893251,"{1, 3, 4, 5, 7, -2}",0.023201399999379646
135,"[[7, -6, -2], [-8, 4, 7], [-3, -2], [1, 2], [5, 1], [-8, -2], [7, -2, 3]]",8,7,0.34400906081955185,"{-5, -2}",0.026005200001236517
136,"[[7, -6, -2], [-8, 4, 7], [-3, -2], [1, 2], [5, 1], [-8, -2], [7, -2, 3]]",8,7,0.34400906081955185,"{1, 3, 8, -7, -5, -4}",0.03753360000155226
137,"[[7, -6, -2], [-8, 4, 7], [-3, -2], [1, 2], [5, 1], [-8, -2], [7, -2, 3]]",8,7,0.34400906081955185,"{8, -6, -4}",0.025459299999056384
138,"[[-4, -1], [3, -4], [2, 6, -1], [-5, -8, -1], [-5, 7, 8], [1, -7, 3], [-1, 3, 8]]",8,7,0.20751874963942196,"{1, 3, -7, -6, -4}",0.020166899999821908
139,"[[-4, -1], [3, -4], [2, 6, -1], [-5, -8, -1], [-5, 7, 8], [1, -7, 3], [-1, 3, 8]]",8,7,0.20751874963942196,"{5, 6, 8, -7, -4, -3}",0.021403299999292358
140,"[[-4, -1], [3, -4], [2, 6, -1], [-5, -8, -1], [-5, 7, 8], [1, -7, 3], [-1, 3, 8]]",8,7,0.20751874963942196,"{2, 4, 6, 7, -8, -5, -3, -1}",0.02343509999991511
141,"[[-8, 4, -1], [7, -4], [2, 3, -7], [5, -6, 7], [5, -4, 1], [3, 6], [-4, -2, 7]]",8,7,0.21900906081955185,"{1, 5, 7, 8, -4}",0.018069100000502658
142,"[[-8, 4, -1], [7, -4], [2, 3, -7], [5, -6, 7], [5, -4, 1], [3, 6], [-4, -2, 7]]",8,7,0.21900906081955185,"{4, 5, 6, -8, -7, -3, -1}",0.0249348999986978
143,"[[-8, 4, -1], [7, -4], [2, 3, -7], [5, -6, 7], [5, -4, 1], [3, 6], [-4, -2, 7]]",8,7,0.21900906081955185,"{1, 3, 6, -4, -2}",0.019238099999711267
144,"[[1, -8, 6], [7, 2, 1], [-3, -5, 1], [-8, -4, -6], [5, 3], [-1, -5, -8], [1, -7, 4]]",8,7,0.2143247226422189,"{-8, -7, 3, -2}",0.01848729999983334
145,"[[1, -8, 6], [7, 2, 1], [-3, -5, 1], [-8, -4, -6], [5, 3], [-1, -5, -8], [1, -7, 4]]",8,7,0.2143247226422189,"{5, 6, 7, 8, -4, -2}",0.02350789999945846
146,"[[1, -8, 6], [7, 2, 1], [-3, -5, 1], [-8, -4, -6], [5, 3], [-1, -5, -8], [1, -7, 4]]",8,7,0.2143247226422189,"{3, -4, -5}",0.018549300000813673
147,"[[-8, 2], [-5, 7, 2], [3, 5], [-4, 5], [-6, -5], [1, 4], [-3, -8]]",8,7,0.375,"{3, 8, -7, -6, -5, -2}",0.028088699998988886
148,"[[-8, 2], [-5, 7, 2], [3, 5], [-4, 5], [-6, -5], [1, 4], [-3, -8]]",8,7,0.375,"{-7, 2, 3, 5}",0.02017090000117605
149,"[[-8, 2], [-5, 7, 2], [3, 5], [-4, 5], [-6, -5], [1, 4], [-3, -8]]",8,7,0.375,"{8, -6, 3, -4}",0.01952770000025339
150,"[[4, 3, 5], [-8, -6, -5], [1, 5], [2, 4], [-7, 4, -8], [-5, 1], [-7, 6, -1], [8, 1, 6]]",8,8,0.33475898813907967,"{4, 6, 8, -7, -1}",0.018674400000236346
151,"[[4, 3, 5], [-8, -6, -5], [1, 5], [2, 4], [-7, 4, -8], [-5, 1], [-7, 6, -1], [8, 1, 6]]",8,8,0.33475898813907967,"{2, 4, -3}",0.02321769999980461
152,"[[4, 3, 5], [-8, -6, -5], [1, 5], [2, 4], [-7, 4, -8], [-5, 1], [-7, 6, -1], [8, 1, 6]]",8,8,0.33475898813907967,"{-7, 4, -1}",0.021004099999117898
